sentenceid,utterance,verb,embpred,embQ,embSubject,embTense,mood_indicative
020110.cha10912,deixa cá ver .,deixar,TRUE,FALSE,FALSE,FALSE,FALSE
020110.cha10936,deixa ver .,deixar,TRUE,FALSE,FALSE,FALSE,FALSE
020110.cha10941,olha (.) deixa me ouvir o teu coração agora .,deixar,TRUE,FALSE,FALSE,FALSE,FALSE
020110.cha10983,desculpa [/] (.) desculpa (.) deixa me ouvir melhor .,deixar,TRUE,FALSE,FALSE,FALSE,FALSE
020110.cha11032,deixa me ouvir .,deixar,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha34,estava muito zangada (.) porque (.) a@fp (.) o@fp nova menina que lá está (.) que é uma educadora (.) não sabia que a Inês gostava do seu lanche (.) da sua banana (.) da sua tangerina (.) do seu iogurte (.) misturou lhe tudo .,saber,TRUE,FALSE,TRUE,TRUE,TRUE
020201.cha65,bem (.) diz que apanhou uma crise &=ri .,dizer,TRUE,FALSE,FALSE,TRUE,TRUE
020201.cha526,queres ver que eu me zango (.) olha +...,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha771,deixa me fazer .,deixar,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha1580,e não nos deixa brincar mais .,deixar,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha1633,é (.) tu sabes que ela está cada vez mais bebé (.) João .,saber,TRUE,FALSE,TRUE,TRUE,TRUE
020201.cha1642,ela quer fazer o bebé (.) agora .,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha1708,queres ir para o quarto ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha2017,e agora o que é que queres fazer (.) com ela ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha2029,que é que tu queres fazer ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha2165,é verdade (.) tu disseste à mãe que não querias .,dizer,TRUE,FALSE,FALSE,TRUE,TRUE
020201.cha2248,quantos queres comer ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha2309,e tu (.) nem imaginas (.) que não a vês comer .,ver,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha2520,achas que consegues ?,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020201.cha2552,isso eu acho que caiu dali .,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020201.cha2735,queres brincar a quê ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha2947,+< olha (.) tu queres sossegar (.) Maria Inês &=ri ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha2981,+< vá (.) deixa só fazer uma vez (.) João (.) vá (.) pronto .,deixar,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha3059,queres ir contar uma história ?,querer,TRUE,FALSE,FALSE,TRUE,FALSE
020201.cha3301,não (.) eu disse que eram discos !,dizer,TRUE,FALSE,FALSE,TRUE,TRUE
020201.cha3531,eu queria tanto saber (.) de que cor é que é este disco !,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha3820,olha (.) mostra os livros à João (.) que a João quer ver os livros (.) mostra lá .,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha3974,e queres ver o novo (.) também ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha3980,queres ver o novo ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha4601,queres ver ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha4744,olha tantas (.) vê lá se há alguma que tu queiras (.) olha estas estão boas (.) olha aqui .,ver,TRUE,FALSE,FALSE,TRUE,TRUE
020201.cha4817,queres que a João faça desenhos para ti ?,querer,TRUE,FALSE,TRUE,TRUE,FALSE
020201.cha4909,ai@i (.) não sei se sei fazer um macaco .,saber,TRUE,FALSE,FALSE,TRUE,TRUE
020201.cha4909,ai@i (.) não sei se sei fazer um macaco .,saber,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha4916,vamos lá ver se eu sei fazer um macaco .,saber,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha4950,ah (.) isto era para fazer um (.) que eu não sei se tu sabes o que é .,saber,TRUE,FALSE,TRUE,TRUE,TRUE
020201.cha5294,achas que ela já está a dormir ?,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020201.cha5332,como é que achas que ela se chama ?,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020201.cha5339,vamos inventar um nome (.) como é que achas que é ?,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020201.cha5359,queres papar ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha5363,o que é que achas que ela quer papar ?,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020201.cha5363,o que é que achas que ela quer papar ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha5502,queres levar ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha6061,gostas de beber o quê ?,gostar,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha6383,queres ir pedir à mãe ?,querer,TRUE,FALSE,FALSE,TRUE,FALSE
020201.cha6586,+< olha (.) tu sabes andar ?,saber,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha7014,<achas que ele está o quê> [//] (.) achas que ele está a rir ?,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020201.cha7050,dois (.) querem ir para onde eles (.) filha ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha7485,mas eu acho que lhe doem mais coisas „ não doem ?,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020201.cha7626,+< &-eh pá (.) você é um bebé (.) eu pensava que você fosse uma menina crescida !,pensar,TRUE,FALSE,TRUE,TRUE,FALSE
020201.cha7666,mas eu acho que ela tem um dói-dói noutro sítio também .,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020201.cha7675,olha [/] olha (.) queres ver que ela tem mais dói-dóis .,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha7728,quer ver ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha7732,quer ver uma coisa ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha7737,quer ver que ela tem o dói-dói (.) xxx (.) para nós vermos os dói-dóis todos ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha7758,eu acho que é chorar !,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020201.cha8099,mas tu queres vestir isso ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha8104,queres vestir ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha8225,ah (.) e eu pensava que era teu !,pensar,TRUE,FALSE,FALSE,TRUE,TRUE
020201.cha8242,a mamã pensava que isto era teu !,pensar,TRUE,FALSE,TRUE,TRUE,TRUE
020201.cha8430,tu não queres que eu faça barulho ?,querer,TRUE,FALSE,TRUE,TRUE,FALSE
020201.cha8458,então (.) tu já não estás a dormir (.) tu disseste que estavas a acordar .,dizer,TRUE,FALSE,FALSE,TRUE,TRUE
020201.cha8526,olha (.) e tu sabes fazer mais (.) tu sabes dançar como os índios „ não sabes ?,saber,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha8526,olha (.) e tu sabes fazer mais (.) tu sabes dançar como os índios „ não sabes ?,saber,TRUE,FALSE,FALSE,FALSE,FALSE
020308.cha318,era [//] a@fp tu querias ler „ era ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020308.cha986,olha (.) já disseste à João que já tens outro bebé ?,dizer,TRUE,FALSE,FALSE,TRUE,TRUE
020308.cha1077,+< olha (.) mas por que é que tu dizes que é um palhaço (.) o que é que ele tem ?,dizer,TRUE,FALSE,FALSE,TRUE,TRUE
020308.cha1230,ele quer que tu lhe cantes os parabéns .,querer,TRUE,FALSE,TRUE,TRUE,FALSE
020308.cha1573,é que eu pensei que era um cão (.) mas não (.) é um macaco .,pensar,TRUE,FALSE,FALSE,TRUE,TRUE
020308.cha1974,<eu vou> [//] (.) queres que eu v [//] (.) vá buscar mais ?,querer,TRUE,FALSE,TRUE,TRUE,FALSE
020308.cha2001,então qual é que queres que eu traga (.) explica me lá .,querer,TRUE,FALSE,TRUE,TRUE,FALSE
020308.cha2187,acho que isso era +...,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020308.cha2334,+< ah (.) está bem (.) pensava que era a outra .,pensar,TRUE,FALSE,FALSE,TRUE,TRUE
020308.cha2476,+< olha (.) ouve Inês (.) queres ver que é a máquina ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020308.cha2523,+< queres ver ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020308.cha2565,eu acho que tens razão (.) já não faz +...,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020308.cha2801,não (.) achei que ainda era muito pequenina .,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020308.cha3156,+< queres ver o quê ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020308.cha3161,o que é que tu queres ver ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020308.cha3779,deixe me limpar essa coisa (.) deixe me limpar .,deixar,TRUE,FALSE,FALSE,FALSE,FALSE
020308.cha3779,deixe me limpar essa coisa (.) deixe me limpar .,deixar,TRUE,FALSE,FALSE,FALSE,FALSE
020308.cha3824,olha eu acho que (.) a boneca antes de dormir (.) a Bárbara „ não é (.) quer que tu lhe leias uma história .,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020308.cha3843,que ela não gosta de dormir (.) e a tartaruga também +...,gostar,TRUE,FALSE,FALSE,FALSE,FALSE
020308.cha3969,então <tu não vê> [//] <tu não vêss que ela> [//] tu não vês que a boneca assim não pode respirar ?,ver,TRUE,FALSE,TRUE,TRUE,FALSE
020308.cha4008,muito linda (.) esta história (.) muito (.) eu acho que a boneca adorou a história !,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020308.cha4127,mas sabes que a Laura fazia o mesmo ao contar histórias inventava palavras .,saber,TRUE,FALSE,TRUE,TRUE,TRUE
020308.cha4216,sabes que alguns fazem isso ao falar ao telefone (.) no início também .,saber,TRUE,FALSE,TRUE,TRUE,TRUE
020308.cha4246,ai@i (.) meu Deus (.) não mexe (.) não precisa de estar a olhar (.) vá (.) vá escolha outro livro .,precisar,TRUE,FALSE,FALSE,TRUE,FALSE
020308.cha4280,quer que eu vá à procura ?,querer,TRUE,FALSE,TRUE,TRUE,FALSE
020308.cha4286,queres que eu vá ajudar ?,querer,TRUE,FALSE,TRUE,TRUE,FALSE
020308.cha4384,cuidado (.) queres que eu ajude ?,querer,TRUE,FALSE,TRUE,TRUE,FALSE
020308.cha4389,olha (.) eu acho que esse livro não é bonito .,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020308.cha4672,ó Inês (.) tu não vês que aleijas a Bárbara ?,ver,TRUE,FALSE,FALSE,TRUE,TRUE
020308.cha4784,+< olha (.) eu acho que está na sala (.) que está na sa +...,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020308.cha4813,queres que eu vá buscar ou não ?,querer,TRUE,FALSE,TRUE,TRUE,FALSE
020308.cha4828,o que é que queres levar ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020308.cha4864,+< deixa a dizer .,deixar,TRUE,FALSE,FALSE,FALSE,FALSE
020308.cha4868,deixa a dizer .,deixar,TRUE,FALSE,FALSE,FALSE,FALSE
020308.cha5057,deixa eu pôr .,deixar,TRUE,FALSE,TRUE,FALSE,FALSE
020308.cha5434,não [//] eu acho que não está aí .,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020308.cha5482,o pequenino do pato eu acho que já não tens .,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020308.cha5532,acho que demos ao Tiago .,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020308.cha5740,não (.) deixa estar (.) eu <estou bem> [/] (.) estou bem .,deixar,TRUE,FALSE,FALSE,FALSE,FALSE
020308.cha5762,eu acho que tu tens que tirar uma coisa (.) ela não está (.) ah não (.) não está não .,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020308.cha5807,eu acho que tu lhe estás a aleijar um bocado as pernas „ não estás ?,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020308.cha6309,olha (.) Inês (.) deixa me limpar o teu braço .,deixar,TRUE,FALSE,FALSE,FALSE,FALSE
020308.cha6909,acho que é melhor „ não é ?,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020419.cha22,tu queres brincar com quê (.) Inês (.) hã@i ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020419.cha355,queres que eu ajude ?,querer,TRUE,FALSE,TRUE,TRUE,FALSE
020419.cha394,eu quero que ponhas esses pés bens [//] (.) bem .,querer,TRUE,FALSE,FALSE,TRUE,FALSE
020419.cha507,o que é que o senhor doutor mandou comprar ?,mandar,TRUE,FALSE,FALSE,FALSE,FALSE
020419.cha546,não (.) eu acho que isso são umas botas !,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020419.cha600,+< e a mãe disse me que era +/.,dizer,TRUE,FALSE,FALSE,TRUE,TRUE
020419.cha704,queres pôr a da João „ queres ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020419.cha717,queres pôr ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020419.cha725,vê lá se te fica bem !,ver,TRUE,FALSE,FALSE,TRUE,TRUE
020419.cha734,olha (.) queres experimentar ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020419.cha889,eu quero saber onde é que está a minha Inês .,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020419.cha908,não sei onde é que ela está (.) deixa ver se eu a encontro .,deixar,TRUE,FALSE,FALSE,FALSE,FALSE
020419.cha931,quer fazer chichi ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020419.cha935,+< ai@i (.) quer fazer chichi .,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020419.cha1238,estavas mesmo aflita (.) não queres fazer mais nada ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020419.cha1470,queres que eu vá buscá la ?,querer,TRUE,FALSE,TRUE,TRUE,FALSE
020419.cha1564,ah (.) pensei que havia uma Catarina .,pensar,TRUE,FALSE,FALSE,TRUE,TRUE
020419.cha1725,eu sabia que faltava a Cláudia (.) mas eu não encontrei a Cláudia (.) sabes ?,saber,TRUE,FALSE,TRUE,TRUE,TRUE
020419.cha1736,que eu sabia que os sapatos eram da Cláudia .,saber,TRUE,FALSE,TRUE,TRUE,TRUE
020419.cha2089,+< olha que eu acho que és capaz de estar a aleijar um bocado nos braços dela .,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020419.cha2211,coitadinha (.) deixa estar (.) que ela está a fazer ó-ó .,deixar,TRUE,FALSE,FALSE,FALSE,FALSE
020419.cha2410,quer trazer o seu bebé (.) quer ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020419.cha2858,queres que vá pagar ?,querer,TRUE,FALSE,FALSE,TRUE,FALSE
020419.cha2922,acho que era príncipe .,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020419.cha3544,tu deixas te estar aí .,deixar,TRUE,FALSE,FALSE,FALSE,FALSE
020419.cha3817,eu acho que lhe vou oferecer a coisa para pôr na cabeça dela (.) está bem ?,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020419.cha3973,o que é que queres que eu faça ?,querer,TRUE,FALSE,TRUE,TRUE,FALSE
020419.cha4246,&-eh pá (.) eu gostava de comer outras coisas (.) estou farta de copo [: copos] de águas [: água] e queques .,gostar,TRUE,FALSE,FALSE,FALSE,FALSE
020419.cha4703,olha o que é que tu gostas de comer (.) como fruta ?,gostar,TRUE,FALSE,FALSE,FALSE,FALSE
020419.cha4726,achas que o gelado é uma fruta ?,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020419.cha5024,e agora dizes me (.) quero comprar fruta (.) vá !,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020419.cha5624,+< se calhar nunca (.) vê sempre aos bocados (.) queres ver ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020419.cha5649,queres que eu tire a pele ?,querer,TRUE,FALSE,TRUE,TRUE,FALSE
020419.cha5792,olha (.) mas este [/] este aqui tu dizes que é para fazer o quê ?,dizer,TRUE,FALSE,FALSE,TRUE,TRUE
020419.cha5906,não (.) deixas me fazer a mim .,deixar,TRUE,FALSE,FALSE,FALSE,FALSE
020419.cha6602,queres ir para o tapete +..?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020419.cha6624,não quer comer mais ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020419.cha6856,queres que eu ajude (.) a pôr bem ?,querer,TRUE,FALSE,TRUE,TRUE,FALSE
020419.cha7075,+< eu preciso saber !,precisar,TRUE,FALSE,FALSE,FALSE,FALSE
020419.cha7286,não (.) não (.) não quero ir ao centro comercial (.) eu quero ir andar de bicicleta .,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020419.cha7286,não (.) não (.) não quero ir ao centro comercial (.) eu quero ir andar de bicicleta .,querer,TRUE,FALSE,FALSE,TRUE,FALSE
020419.cha7832,então (.) tu não queres subir ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha37,ai@i (.) ai@i (.) que ela quer vir brincar com a Inês .,querer,TRUE,FALSE,FALSE,TRUE,FALSE
020524.cha272,ah (.) a Rometa quer saber o teu nome .,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha282,quer saber o teu nome .,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha303,um cão muito sossegado (.) ela quer saber o teu nome .,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha322,diz me uma coisa (.) tu gostavas de ter uma cadelinha assim ?,gostar,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha346,eu acho que a Inês hoje não sabe falar (.) João .,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020524.cha346,eu acho que a Inês hoje não sabe falar (.) João .,saber,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha355,acho que hoje não sei .,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020524.cha401,+< queres brincar com quê ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha406,o que é que tu queres fazer (.) conta lá .,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha461,eu acho que ela é muito grande (.) para ti (.) pois é ?,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020524.cha488,queres ver que ela vai atrás da Inês (.) queres ver ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha488,queres ver que ela vai atrás da Inês (.) queres ver ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha726,olha Inês (.) Inês (.) queres ir brincar ?,querer,TRUE,FALSE,FALSE,TRUE,FALSE
020524.cha744,para onde é que tu queres ir ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha750,para onde é que tu queres ir brincar ?,querer,TRUE,FALSE,FALSE,TRUE,FALSE
020524.cha878,olha (.) tu queres ir brincar para a sala ?,querer,TRUE,FALSE,FALSE,TRUE,FALSE
020524.cha929,queres tu levar a Rometa ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha1004,eu cá acho que é um cão (.) também .,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020524.cha1121,olha (.) queres ver ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha1137,queres me dizer o que é ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha1153,olha (.) Inês (.) olha (.) tu (.) queres ir brincar (.) para cima da [/] (.) da cama ?,querer,TRUE,FALSE,FALSE,TRUE,FALSE
020524.cha1167,não (.) queres ficar aqui (.) hã@i ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha1357,e agora queres ver (.) João ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha1566,+< mas eu queria saber +...,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha1620,+< depois dizes me os bichos (.) eu gostava tanto de saber esses bichos !,gostar,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha1769,+< oh pá (.) mas eu queria tanto que tu me dissesses estes bichos (.) gostava tanto .,querer,TRUE,FALSE,TRUE,TRUE,FALSE
020524.cha2078,eu acho que (.) estamos na neve „ não estamos ?,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020524.cha2479,queres ver (.) que ela me [?] morde ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha2484,+< a Rometa quer morder a ti .,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha2489,queres [/] queres ver que ela não morde (.) olha (.) festinhas (.) festinhas .,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha2556,queres ver ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha2565,+< queres ver (.) vamos fazer festinhas a ela .,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha2749,olha (.) queres ir para o teu quarto ler livros ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha2757,olha tu não queres primeiro pôr a mesa e convidar a Rometa a comer contigo ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha2821,eu acho que a Rometa gosta mais dos teus .,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020524.cha2861,olha (.) o que é que tu achas que ela gosta ?,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020524.cha3089,< a Ju> [//] tu queres que eu vá buscar a Julieta ou queres a Rometa ?,querer,TRUE,FALSE,TRUE,TRUE,FALSE
020524.cha3605,pronto (.) mas eu acho que tens que logo +/.,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020524.cha3623,eu acho que a Rometa deve comer a mesma coisa que tu .,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020524.cha3718,hum@i (.) e (.) então (.) olha eu acho que a Rometa deve gostar mais disto .,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020524.cha4210,tenho a impressão (.) vê lá tu se está .,ver,TRUE,FALSE,FALSE,TRUE,TRUE
020524.cha4294,eu acho que isto não era o sumo de laranja (.) eu acho que isto +...,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020524.cha4378,o que é que tu achas que eu pus aqui (.) nesta sopa ?,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020524.cha4513,o que é que tu gostas que a mãe ponha na sopa ?,gostar,TRUE,FALSE,TRUE,TRUE,FALSE
020524.cha4523,o que é que tu gostas de comer ?,gostar,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha4570,olha (.) o que é que tu gostas de comer ?,gostar,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha4660,olha (.) eu acho que o Miguel Mendes te ensinou a fazer uma coisa com os cubos .,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020524.cha4891,olha (.) tu não queres oferecer um à João ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha4999,<tu achas que elas> [//] olha (.) eu acho que elas têm muita fome (.) muita (.) muita fome .,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020524.cha5009,tu achas que aquilo (.) lhes vai tirar a fome ?,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020524.cha5025,olha (.) mas tu achas que elas devem comer aquilo ?,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020524.cha5113,<eu acho> [/] (.) eu acho que agora acabou .,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020524.cha5172,e o que é que tu achas que o Filipe tem lá para nós ?,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020524.cha5202,eu acho que é ao contrário (.) eu acho que o Filipe deve estar é à espera de prendas .,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020524.cha5202,eu acho que é ao contrário (.) eu acho que o Filipe deve estar é à espera de prendas .,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020524.cha5221,queres ir ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha5225,queres ir ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020524.cha5932,que [//] queres que a João ponha ?,querer,TRUE,FALSE,TRUE,TRUE,FALSE
020524.cha5992,+< olha (.) acho que está aqui .,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020524.cha5997,acho que está aqui Inês .,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020524.cha6632,Inês [/] Inês eu acho que te vai acontecer exactamente o que aconteceu ao menino .,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020524.cha6663,deixa estar (.) está (.) já chega .,deixar,TRUE,FALSE,FALSE,FALSE,FALSE
020716.cha178,ah (.) vai ver (.) eu acho que é capaz de estar em cima da cadeira .,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020716.cha304,deixa me ver bem esse que esse tem coisas lindíssimas .,deixar,TRUE,FALSE,FALSE,FALSE,FALSE
020716.cha459,eu acho que foi mais coisas (.) não tinhas uma tesoura na mão ?,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020716.cha1154,depois pomos todos na parede (.) eu disse que sim (.) que nós íamos pôr todos na parede .,dizer,TRUE,FALSE,TRUE,TRUE,FALSE
020716.cha1225,não queres oferecer um à João ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020716.cha1429,+< ok (.) está bem (.) mas eu não gosto é que faças isso assim (.) que mandes as coisas assim para o chão (.) está bem ?,gostar,TRUE,FALSE,FALSE,TRUE,FALSE
020716.cha1556,e as pessoas deixaram te trazer ?,deixar,TRUE,FALSE,FALSE,FALSE,FALSE
020716.cha1921,sabes abrir „ é ?,saber,TRUE,FALSE,FALSE,FALSE,FALSE
020716.cha1947,ah (.) mostra me lá (.) sabes fechar ?,saber,TRUE,FALSE,FALSE,FALSE,FALSE
020716.cha2663,ela sabe ver (.) os números xxx .,saber,TRUE,FALSE,FALSE,FALSE,FALSE
020716.cha2887,onde é que queres ir ?,querer,TRUE,FALSE,FALSE,FALSE,FALSE
020716.cha3375,queres que eu vá buscar ?,querer,TRUE,FALSE,TRUE,TRUE,FALSE
020716.cha3440,olha (.) e eu acho que nós vamos pôr os bonecos aqui em cima da cama (.) que é para lhes lermos os livros aos bonecos (.) está bem (.) filha ?,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020716.cha3592,+< queres que eu te ajude ?,querer,TRUE,FALSE,TRUE,TRUE,FALSE
020716.cha3622,queres que eu te vá buscar os livros ?,querer,TRUE,FALSE,TRUE,TRUE,FALSE
020716.cha3699,ah (.) não tinha percebido (.) pensava que eras tu .,pensar,TRUE,FALSE,FALSE,TRUE,TRUE
020716.cha3728,eu acho que são seis !,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020716.cha3928,+< queres que eu levante ?,querer,TRUE,FALSE,TRUE,TRUE,FALSE
020716.cha4102,+< eu acho que tinha passado aí .,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020716.cha4242,ok (.) mas não precisa de estar a repetir tanta vez (.) uma vez chega .,precisar,TRUE,FALSE,FALSE,TRUE,FALSE
020716.cha4482,acho que é no princípio .,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020716.cha4524,espera (.) ó Inês (.) tu sabes que não é assim (.) o indo eu a caminho de Viseu „ não sabes (.) filha ?,saber,TRUE,FALSE,FALSE,TRUE,TRUE
020716.cha4674,<achas que é um> [/] achas que é um leitinho (.) que ele está a beber ?,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020716.cha4714,<e o que é que ele> [//] (.) e [//] (.) achas que ele vai brincar (.) que ele tem brinquedos ?,achar,TRUE,FALSE,TRUE,TRUE,TRUE
020716.cha4723,aí (.) aí (.) achas que tem algum brinquedo ?,achar,TRUE,FALSE,FALSE,TRUE,TRUE
020716.cha5209,não (.) eu acho que estás a estragar o livro .,achar,TRUE,FALSE,FALSE,TRUE,TRUE
